argument_id,attorney_name,firm,side,role,source
2019-0605,Gary S. Harding,"Bernard & Merrill, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0605,Terrence J. Daley,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0727,Paul M. Hummer,Saul Ewing LLP,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0727,Kathleen M. Mahan,"Cook, Little, Rosenblatt & Manson, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0727,Samuel R.V. Garland,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0001,Laura A. Spector-Morgan,"Mitchell Municipal Group, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0001,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0001,Patricia M. Panciocco,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0185,Anna Goulet Zimmerman,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0185,"Paul R. Kfoury, Jr.","Trombley & Kfoury, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0716,Alexander W. Campbell,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0716,Mark J. Silberman,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0716,Laura E. B. Lombardi,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0716,Kenneth C. Bartholomew,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0716,Derek D. Lick,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0716,Robert L. Best,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0104,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0104,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0662,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0662,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0603,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0603,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0622,Kevin W. Stuart,"Bernard & Merrill, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0622,Leslie H. Johnson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0653,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0653,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0668,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0668,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0736,Laura E. B. Lombardi,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0736,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0268,Michael G. Eaton,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0268,Samuel H. Martin,Jackson Lewis P.C.,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0036,Henry R. Klementowicz,American Civil Liberties Union - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0036,"James W. Kennedy, III",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0163,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0163,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0216,Stephen T. Martin,"Martin & Hipple, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0216,Anne E. Jenness,"Gallagher, Callahan & Gartrell, PC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0216,Charles P. Bauer,"Gallagher, Callahan & Gartrell, PC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0216,Laura A. Spector-Morgan,"Mitchell Municipal Group, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0052,Heather S. Ward,"Poulin Hurley Makris & Lyons, P.A. (formerly Getman, Schulthess, Steere & Poulin, P.A.)",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0052,Matthew T. Broadhead,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0063,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0063,Jared J. Bedrick,"Douglas, Leonard & Garvey, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0080,Jeremy D. Eggleton,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0080,Patrick J. Sheehan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0167,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0167,Stephen T. Jeffco,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0226,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0226,Brad C. Davis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0443,Meghan C. Hagaman,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0443,D. Wade Harwood,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0537,William F. Gramer,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0537,Kevin P. Rauseo,"Hamblett & Kerrigan, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0680,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0680,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0249,John G. Cronin,"Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0249,Bernard H. Campbell,Beaumont & Campbell Professional Associates,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0249,Christopher L. Boldt,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0239,David M. Rothstein,NH Appellate Defender,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0239,Elizabeth C. Velez,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Gary N. Apfel,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Michael D. Ramsdell,"Sheehan, Phinney, Bass & Green, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,James P. Harris,"Sheehan, Phinney, Bass & Green, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Gilles R. Bissonnette,American Civil Liberties Union - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Henry R. Klementowicz,American Civil Liberties Union - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Aaron J. Curtis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Colin F. McGrath,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Theodore E. Tsekerides,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0454,Anthony J. Galdieri,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0029,Pamela A. Peterson,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0029,Jonathan M. Flagg,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0151,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0151,Jaye L. Rancourt,"Brennan, Lenehan, Iacopino & Hickey",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0201,Mark D. Hanlon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0201,Sharon J. Rondeau,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0336,Brandon H. Garod,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0336,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0025,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0025,William A. Korman,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0053,Elizabeth C. Velez,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0053,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0320,Brian C. Shaughnessy,"Shaughnessy Raiche, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0320,Craig S. Donais,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0172,Russell F. Hilliard,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0172,Ovide M. Lamontagne,"Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0252,Steven J. Dutton,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0252,Amanda R. Callais,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0252,Anthony J. Galdieri,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0515,Mary Krueger,New Hampshire Legal Assistance,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0515,Thomas Reid,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0113,Gregory L. Silverman,"Dickinson & Silverman, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0113,Kathleen M. Mahan,"Cook, Little, Rosenblatt & Manson, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0518,Michael S. Lewis,"Rath, Young and Pignatelli, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0518,Samuel R.V. Garland,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0437,"Roy W. Tilsley, Jr.","Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0437,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0449,"Demetrio F. Aspiras, III",Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0449,W.E. Whittington,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0037,Peter R. Hinckley,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0037,Jaye L. Rancourt,"Brennan, Lenehan, Iacopino & Hickey",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0259,Melvin T. Diep,Buckley & Zopf,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0259,Howard B. Myers,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0370,Samantha D. Elliott,"Gallagher, Callahan & Gartrell, PC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0370,Jeremy D. Eggleton,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0315,Peter R. Hinckley,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0315,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0316,"Peter J. Malia, Jr.","Hastings Malia, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0316,Bruce J. Marshall,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0275,John F. Hayes,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0275,Bernard H. Campbell,Beaumont & Campbell Professional Associates,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0536,Ovide M. Lamontagne,"Bernstein, Shur, Sawyer & Nelson, P.A.",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0536,Laura E. B. Lombardi,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0538,Randall F. Cooper,"Cooper Cargill Chant, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0538,Brendan A. O’Donnell,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0299,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0299,Friedrich K. Moeckel,"Tarbell & Brodich, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0473,Eric A. Maher,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0473,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0474,Christopher L. Boldt,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0474,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0475,Eric A. Maher,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0475,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0088,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0088,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0168,Scott D. Chase,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0168,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0251,John G. Cronin,"Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0251,Bruce J. Marshall,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0358,Anthony M. Ambriano,"Sassoon Cymrot Law, LLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0358,"Demetrio F. Aspiras, III",Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0471,Bruce J. Marshall,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0606,"Bryan J. Townsend, II",NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2018-0606,Theodore M. Lothstein,"Lothstein Guerriero, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0682,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0682,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0416,Jessica A. King,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0416,Gary J. Snyder,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0111,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0111,Roger C. Chadwick,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0111,Henry B. Brennan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0737,Heather A. Cherniske,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0737,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0447,John S. Krupski,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0447,Anthony J. Galdieri,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0447,Gilles R. Bissonnette,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0447,Henry R. Klementowicz,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0447,Robin D. Melone,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0521,Katherine M. Anthony,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0521,Jennifer Ramsey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0014,Cabot Teachout,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0014,Emily C. Goering,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0450,Emily C. Goering,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0450,Gilles R. Bissonnette,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0450,Henry R. Klementowicz,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0450,Marc G. Beaudoin,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0457,Laura E. B. Lombardi,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0457,Robert M. Fojo,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0204,Weston R. Sager,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0204,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0234,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0234,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0470,H. Jon Meyer,"Backus, Meyer & Branch, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0470,Chad T. Hansen,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0470,Gilles R. Bissonnette,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0470,Henry R. Klementowicz,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0470,Pamela E. Phelan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0470,Sarah J. Jancarik,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0470,Mark D. Attorri,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0156,Edward J. Sackman,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0156,Brendan D. O’Brien,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0165,Benjamin Agati,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0165,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0496,Brian C. Shaughnessy,"Shaughnessy Raiche, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0496,Debra L. Mayotte,"Desmarais Law Group, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0496,Adam R. Mordecai,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0496,D. MacDuffie,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0563,John S. Krupski,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0563,Henry R. Klementowicz,American Civil Liberties Union - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0563,Gregory V. Sullivan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0129,Timothy J. Brock,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0129,Gary M. Burt,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0265,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0265,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0146,Samuel R.V. Garland,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0146,Henry R. Klementowicz,American Civil Liberties Union - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0503,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0503,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0628,Weston R. Sager,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0628,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0031,Robert M. Shepard,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0031,Brendan A. O’Donnell,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0061,Peter C. Phillips,"Soule, Leslie, Kidder, Sayward & Loughman, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0061,Esther Kane Dickinson,National Education Association - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0322,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0322,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0027,John S. Krupski,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0027,Gary J. Snyder,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0027,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0138,Lisa J. Bellanti,,petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0138,Pamela J. Newkirk,"Barradale, O'Connell, Newkirk & Dwyer, P.A.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0138,Benjamin T. Siracusa Hillman,"Shaheen & Gordon, P.A.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0234,Daniel V. Ward,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0234,William C. Saturley,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0234,Sandra Bloomenthal,,petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0569,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0569,Kirsten B. Wilson,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0015,James P. Harris,"Sheehan, Phinney, Bass & Green, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0015,Michael P. Courtney,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0068,R. James Steiner,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0068,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0102,Matthew B. Cox,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0102,Samuel R.V. Garland,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0250,"Demetrio F. Aspiras, III",Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0250,John F. Sullivan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0244,Benjamin T. King,"Douglas, Leonard & Garvey, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0244,Joshua M. Wyatt,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0075,Michael S. McGrath,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0075,Christine G. DeBernardis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0085,Craig T. McMahon,"Rath, Young and Pignatelli, P.C.",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0085,Christopher G. Aslin,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0085,Biron L. Bedard,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0139,William K. Warren,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0139,Joshua M. Wyatt,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0130,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0130,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0148,Zachary L. Higham,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2020-0148,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0114,Tanya L. Spony,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0114,Paul M. DeCarolis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0142,Keriann Roman,Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0142,Sharon J. Rondeau,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0253,Richard J. Lehmann,"Lehmann Major List, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0253,Nicole M. Clay,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
