argument_id,attorney_name,firm,side,role,source
2016-0313,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0313,Brad C. Davis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0328,"Daniel D. Muller, Jr.","Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0328,Justin M. Fabella,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0328,Marissa I. Delinks,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0328,Allen J. Lucas,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0400,Sharon J. Rondeau,Marshall Law Office,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0400,Amy C. Connolly,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0400,Keli Eckroate-Breagy,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0318,Geoffrey W.R. Ward,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0318,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0427,Keith F. Diaz,"Bussiere & Bussiere, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0427,Steven M. Latici,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0440,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0440,Nathan R. Fennessy,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0472,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0472,Steven J. Minutelli,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0137,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0137,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0528,Jared R. Green,"Abramson, Brown & Dugan, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0528,Debra L. Mayotte,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0296,David J. Greene,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0296,Todd W. Stevens,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0540,Elizabeth L. Hurley,"Poulin Hurley Makris & Lyons, P.A. (formerly Getman, Schulthess, Steere & Poulin, P.A.)",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0540,John S. Wessler,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0584,Jason B. Dennis,Bianco Professional Association,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0584,Timothy C. Coughlin,"Coughlin, Rainboth, Murphy & Lown, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0398,Megan E. Douglass,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0398,Kenneth A. Sansone,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0398,Ellen Purcell,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0491,Daniel R. Hartley,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0491,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0507,Stephen G. LaBonte,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0507,Michael J. Iacopino,"Brennan, Lenehan, Iacopino & Hickey",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0507,William L. Chapman,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0507,Nicholas Reid,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0263,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0263,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0270,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0270,Christine C. List,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0361,Alexander W. Scott,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0361,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0468,William B. Pribis,"Cleveland, Waters and Bass, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0468,John A. Macoul,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0235,Scott D. Chase,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0235,Christine C. List,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0241,Christopher H.M. Carter,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0241,Andru H. Volinsky,"Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0370,Peter G. Callaghan,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0370,Michael D. Ramsdell,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0558,Thomas M. Closson,Jackson Lewis P.C.,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0558,Sean R. Cronin,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0558,Joseph L. DeLorey,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0562,Mark T. Broth,Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0562,James F. Allmendinger,National Education Association - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0494,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0494,Jerome R. Blanchard,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0505,Friedrich K. Moeckel,"Tarbell & Brodich, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0505,Patrick J. Sheehan,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0543,Gary S. Harding,"Bernard & Merrill, PLLC",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0543,Christopher G. Aslin,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0635,Michael F. Merra,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0635,"Arthur O. Gormley, III",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0657,Corey M. Belobrow,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0657,R. Peter Decato,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0191,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0191,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0535,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0535,Mark L. Sisti,Sisti Law Offices,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0535,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0354,John F. Hayes,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0354,Barton L. Mayer,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0569,Eric A. Smith,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0569,John Houlihan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0569,Steven T. Whitmer,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0569,Jeffrey W. Moss,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0569,Leah M. Houghton,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0592,"Gordon A. Rehnborg, Jr.",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0592,Gary M. Burt,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0649,Garrett J. Harris,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0649,William E. Aivalikles,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0585,Emily S. Davis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0585,Stephen P. Girdwood,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0563,Jeremy D. Eggleton,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0563,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0563,Marie Miller-Waller,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0563,Neal Waller,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0567,"Wilbur A. Glahn, III","McLane Middleton, Professional Association",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0567,Seth M. Zoracki,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0582,James A. O’Shaughnessy,Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0582,Esther Kane Dickinson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0687,"Daniel D. Muller, Jr.","Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0687,Morgan A. Hollis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0544,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0544,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0639,B.J. Branch,"Backus, Meyer & Branch, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0639,Megan E. Douglass,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0639,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0655,Kevin W. Stuart,"Bernard & Merrill, PLLC",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0655,Christopher G. Aslin,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0667,Brad W. Wilder,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0667,Matthew T. Broadhead,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0007,Dana M. Horton,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0007,Joey Lee Miranda,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0007,"Wilbur A. Glahn, III","McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0007,Donald M. Kreis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0007,Thomas F. Irwin,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0007,Douglas L. Patch,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0426,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0426,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0573,"Bryan J. Townsend, II",NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0573,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0668,Margaret H. Nelson,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0668,Paul T. Fitzgerald,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0679,John G. Cronin,"Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0679,Laura E. B. Lombardi,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0679,Robert G. Eaton,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0698,Scott D. Chase,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0698,Daniel P. Hynes,Law Offices of Daniel P. Hynes,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0583,William L. Chapman,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0583,Geoffrey J. Vitt,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0137,"H. Bernard Waugh, Jr.",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0137,William B. Pribis,"Cleveland, Waters and Bass, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0382,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0382,Christine C. List,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0478,Edward W. Richards,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0478,Israel F. Piedra,"Welts, White & Fontaine, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0530,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0530,Christine C. List,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0594,Jared P. O’Connor,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0594,David W. Johnston,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0627,John H. Harding,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0627,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2012-0663,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2012-0663,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0621,Patrick J. Sheehan,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0621,Charles A. Russell,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0050,Melanie Bell,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0050,Jack Kauders,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0441,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0441,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2017-0115,John S. Krupski,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
